Event ID,Event File,Loc File,Type,Fires For,Options,Has Title,Has Description,Picture,Desc Chars,Paragraphs,News Format,Flags,Grade,Priority,Action,Completion,Context,Notes
FRE_Allies.1,FRE_Events.txt,FRE_CEFEO_l_english.yml,Country,,2,TRUE,TRUE,GFX_report_event_generic_soldiers,178,1,N/A,THIN_DESC,D,P2,Rewrite,FALSE,,
FRE_Allies.10,FRE_Events.txt,FRE_CEFEO_l_english.yml,Country,,2,TRUE,TRUE,GFX_report_event_generic_soldiers,251,1,N/A,,A,P3,Keep,FALSE,,
FRE_Battles.1,FRE_Events.txt,FRE_CEFEO_l_english.yml,Country,,2,TRUE,TRUE,GFX_report_event_generic_soldiers,235,1,N/A,,A,P3,Keep,FALSE,,
FRE_Battles.2,FRE_Events.txt,FRE_CEFEO_l_english.yml,Country,,2,TRUE,TRUE,GFX_report_event_generic_soldiers,169,1,N/A,THIN_DESC,D,P2,Rewrite,FALSE,,
FRE_Battles.3,FRE_Events.txt,FRE_CEFEO_l_english.yml,Country,,2,TRUE,TRUE,GFX_report_event_generic_soldiers,181,1,N/A,THIN_DESC,D,P2,Rewrite,FALSE,,
FRE_Battles.4,FRE_Events.txt,FRE_CEFEO_l_english.yml,Country,,2,TRUE,TRUE,GFX_report_event_generic_soldiers,240,1,N/A,,A,P3,Keep,FALSE,,
FRE_Battles.5,FRE_Events.txt,FRE_CEFEO_l_english.yml,Country,,2,TRUE,TRUE,GFX_report_event_generic_soldiers,246,1,N/A,,A,P3,Keep,FALSE,,
FRE_Command.1,FRE_Events.txt,FRE_CEFEO_l_english.yml,Country,,1,TRUE,TRUE,GFX_report_event_generic_soldiers,254,1,N/A,,A,P3,Keep,FALSE,,
FRE_Command.2,FRE_Events.txt,FRE_CEFEO_l_english.yml,Country,FRE,2,TRUE,TRUE,GFX_report_event_generic_soldiers,254,1,N/A,,A,P3,Keep,FALSE,,
FRE_Command.3,FRE_Events.txt,FRE_CEFEO_l_english.yml,Country,FRE,1,TRUE,TRUE,GFX_report_event_generic_soldiers,207,1,N/A,,A,P3,Keep,FALSE,,
FRE_Command.4,FRE_Events.txt,FRE_CEFEO_l_english.yml,Country,,2,TRUE,TRUE,GFX_report_event_generic_soldiers,252,1,N/A,,A,P3,Keep,FALSE,,
FRE_Command.5,FRE_Events.txt,FRE_CEFEO_l_english.yml,Country,FRE,1,TRUE,TRUE,GFX_report_event_generic_soldiers,244,1,N/A,,A,P3,Keep,FALSE,,
FRE_Command.6,FRE_Events.txt,FRE_CEFEO_l_english.yml,Country,,2,TRUE,TRUE,GFX_report_event_generic_soldiers,254,1,N/A,,A,P3,Keep,FALSE,,
FRE_DBP.1,FRE_Events.txt,FRE_CEFEO_l_english.yml,Country,,2,TRUE,TRUE,GFX_report_event_generic_soldiers,258,1,N/A,,A,P3,Keep,FALSE,,
FRE_DBP.2,FRE_Events.txt,FRE_CEFEO_l_english.yml,Country,,2,TRUE,TRUE,GFX_report_event_generic_soldiers,206,1,N/A,,A,P3,Keep,FALSE,,
FRE_DBP.3,FRE_Events.txt,FRE_CEFEO_l_english.yml,Country,,2,TRUE,TRUE,GFX_report_event_generic_soldiers,233,1,N/A,,A,P3,Keep,FALSE,,
FRE_DBP.4,FRE_Events.txt,FRE_CEFEO_l_english.yml,Country,,2,TRUE,TRUE,GFX_report_event_generic_soldiers,175,1,N/A,THIN_DESC,D,P2,Rewrite,FALSE,,
FRE_DBP.5,FRE_Events.txt,FRE_CEFEO_l_english.yml,Country,,2,TRUE,TRUE,GFX_report_event_generic_soldiers,230,1,N/A,,A,P3,Keep,FALSE,,
FRE_DBP.6,FRE_Events.txt,FRE_CEFEO_l_english.yml,Country,,1,TRUE,TRUE,GFX_report_event_generic_soldiers,234,1,N/A,,A,P3,Keep,FALSE,,
FRE_DBP.7,FRE_Events.txt,FRE_CEFEO_l_english.yml,Country,,1,TRUE,TRUE,GFX_report_event_generic_soldiers,256,1,N/A,,A,P3,Keep,FALSE,,
FRE_DBP.8,FRE_Events.txt,FRE_CEFEO_l_english.yml,Country,,2,TRUE,TRUE,GFX_report_event_generic_soldiers,213,1,N/A,,A,P3,Keep,FALSE,,
FRE_DBP.10,FRE_Events.txt,FRE_CEFEO_l_english.yml,Country,,2,TRUE,TRUE,GFX_report_event_generic_soldiers,203,1,N/A,,A,P3,Keep,FALSE,,
FRE_Events.1,FRE_Events.txt,French_Indochina_l_english.yml,Country,,1,TRUE,TRUE,GFX_report_event_generic_soldiers,875,2,N/A,,A,P3,Keep,FALSE,,
FRE_Events.2,FRE_Events.txt,French_Indochina_l_english.yml,Country,,1,TRUE,TRUE,GFX_report_event_generic_soldiers,825,2,N/A,,A,P3,Keep,FALSE,,
FRE_Events.3,FRE_Events.txt,French_Indochina_l_english.yml,Country,,1,TRUE,TRUE,GFX_report_event_generic_soldiers,877,2,N/A,,A,P3,Keep,FALSE,,
FRE_Events.4,FRE_Events.txt,French_Indochina_l_english.yml,Country,,1,TRUE,TRUE,GFX_report_event_generic_soldiers,918,2,N/A,,A,P3,Keep,FALSE,,
FRE_Events.5,FRE_Events.txt,French_Indochina_l_english.yml,Country,,1,TRUE,TRUE,GFX_report_event_generic_soldiers,749,2,N/A,,A,P3,Keep,FALSE,,
FRE_Events.6,FRE_Events.txt,French_Indochina_l_english.yml,Country,,1,TRUE,TRUE,GFX_report_event_generic_soldiers,757,2,N/A,,A,P3,Keep,FALSE,,
FRE_Events.7,FRE_Events.txt,French_Indochina_l_english.yml,Country,,1,TRUE,TRUE,GFX_report_event_generic_soldiers,664,2,N/A,,A,P3,Keep,FALSE,,
FRE_Events.8,FRE_Events.txt,French_Indochina_l_english.yml,Country,,1,TRUE,TRUE,GFX_report_event_generic_soldiers,523,2,N/A,,A,P3,Keep,FALSE,,
FRE_Events.9,FRE_Events.txt,French_Indochina_l_english.yml,Country,,1,TRUE,TRUE,GFX_report_event_generic_soldiers,568,2,N/A,,A,P3,Keep,FALSE,,
FRE_Events.10,FRE_Events.txt,French_Indochina_l_english.yml,Country,,1,TRUE,TRUE,GFX_report_event_generic_soldiers,483,2,N/A,,A,P3,Keep,FALSE,,
FRE_Events.11,FRE_Events.txt,French_Indochina_l_english.yml,Country,,1,TRUE,TRUE,GFX_report_event_generic_soldiers,589,2,N/A,LOWERCASE_START,B,P2,Polish,FALSE,,
FRE_Events.12,FRE_Events.txt,French_Indochina_l_english.yml,Country,,1,TRUE,TRUE,GFX_report_event_generic_soldiers,564,2,N/A,LOWERCASE_START,B,P2,Polish,FALSE,,
FRE_Events.13,FRE_Events.txt,French_Indochina_l_english.yml,Country,,1,TRUE,TRUE,GFX_report_event_generic_soldiers,443,2,N/A,,A,P3,Keep,FALSE,,
FRE_Events.14,FRE_Events.txt,French_Indochina_l_english.yml,Country,,1,TRUE,TRUE,GFX_report_event_generic_soldiers,457,2,N/A,,A,P3,Keep,FALSE,,
FRE_Events.15,FRE_Events.txt,French_Indochina_l_english.yml,Country,,1,TRUE,TRUE,GFX_report_event_generic_soldiers,489,2,N/A,,A,P3,Keep,FALSE,,
