1;arms_factory;2944.00;10.90;1364.00;0.85;0
24;arms_factory;2832.00;9.90;1451.00;5.82;0
24;arms_factory;2828.00;9.70;1461.00;4.04;0
24;arms_factory;2848.00;9.88;1463.00;2.98;0
24;arms_factory;2832.00;10.00;1448.00;3.47;0
24;arms_factory;2827.00;10.30;1470.00;1.10;0
24;arms_factory;2846.00;9.80;1456.00;3.81;0
24;industrial_complex;2847.00;9.90;1453.00;4.59;0
24;industrial_complex;2815.00;9.70;1461.00;0.09;0
24;industrial_complex;2821.00;9.80;1480.00;5.67;0
24;industrial_complex;2845.00;9.75;1460.00;4.04;0
24;industrial_complex;2845.00;10.23;1471.00;1.43;0
24;industrial_complex;2835.00;10.07;1448.00;3.68;0
24;air_base;2840.00;9.70;1477.00;3.91;0
24;supply_node;2835.00;9.75;1478.00;6.08;0
24;supply_node;2826.00;9.80;1449.00;2.91;0
24;supply_node;2820.00;9.70;1456.00;1.97;0
24;supply_node;2836.00;10.25;1470.00;0.09;0
24;supply_node;2839.00;9.95;1452.00;3.21;0
24;supply_node;2815.00;9.70;1461.00;4.49;0
24;supply_node;2847.00;9.70;1475.00;2.98;0
24;supply_node;2823.00;10.25;1473.00;1.85;0
24;supply_node;2825.00;9.80;1485.00;0.68;0
24;supply_node;2845.00;9.80;1461.00;3.84;0
24;supply_node;2815.00;9.73;1468.00;2.15;0
24;supply_node;2832.00;9.80;1458.00;4.60;0
24;supply_node;2829.00;10.25;1465.00;2.37;0
24;bunker;2845.00;9.70;1477.00;4.18;0
24;bunker;2828.00;10.12;1479.00;3.69;0
24;bunker;2825.00;9.70;1459.00;1.06;0
24;bunker;2821.00;9.70;1452.00;2.31;0
24;bunker;2822.00;10.25;1469.00;0.54;0
24;bunker;2828.00;10.25;1467.00;4.03;0
24;bunker;2839.00;10.23;1472.00;2.32;0
24;bunker;2822.00;9.90;1467.00;3.96;0
24;bunker;2843.00;9.85;1455.00;2.86;0
24;bunker;2829.00;9.73;1461.00;4.43;0
24;bunker;2847.00;10.40;1469.00;5.94;0
24;bunker;2830.00;10.00;1481.00;5.73;0
24;bunker;2813.00;9.70;1458.00;1.49;0
24;stronghold_network;2817.00;10.18;1471.00;3.28;0
24;anti_air_building;2822.00;9.78;1478.00;3.40;0
24;anti_air_building;2840.00;9.78;1457.00;0.47;0
24;anti_air_building;2826.00;9.80;1465.00;1.82;0
24;synthetic_refinery;2817.00;9.70;1457.00;3.00;0
24;fuel_silo;2846.00;10.35;1469.00;5.79;0
24;radar_station;2831.00;10.30;1469.00;2.59;0
24;nuclear_reactor_spawn;2835.00;9.70;1483.00;0.79;0
24;special_project_facility_spawn;2830.00;9.70;1454.00;0.89;0
24;special_project_facility_spawn;2837.00;9.70;1459.00;5.31;0
24;special_project_facility_spawn;2822.00;10.30;1470.00;4.77;0
24;special_project_facility_spawn;2833.00;10.00;1449.00;3.99;0
24;special_project_facility_spawn;2833.00;9.98;1477.00;1.80;0
24;special_project_facility_spawn;2816.00;9.88;1469.00;2.69;0
24;special_project_facility_spawn;2820.00;9.70;1455.00;1.66;0
24;special_project_facility_spawn;2837.00;10.18;1473.00;3.55;0
24;special_project_facility_spawn;2845.00;10.35;1465.00;2.24;0
24;special_project_facility_spawn;2827.00;9.75;1484.00;5.64;0
24;special_project_facility_spawn;2833.00;10.20;1464.00;1.30;0
24;special_project_facility_spawn;2811.00;9.60;1464.00;4.74;0
24;special_project_facility_spawn;2844.00;9.93;1473.00;1.10;0
24;rocket_site_spawn;2833.00;10.03;1448.00;5.56;0
1;arms_factory;2941.00;9.93;1368.00;4.71;0
1;arms_factory;2951.00;10.70;1364.00;4.96;0
1;arms_factory;2947.00;12.38;1363.00;4.86;0
1;arms_factory;2943.00;9.68;1361.00;1.95;0
1;arms_factory;2943.00;9.88;1362.00;4.58;0
1;industrial_complex;2951.00;10.23;1371.00;5.11;0
1;industrial_complex;2949.00;11.95;1361.00;4.61;0
1;industrial_complex;2949.00;12.20;1363.00;3.88;0
1;industrial_complex;2942.00;9.90;1364.00;0.43;0
1;industrial_complex;2947.00;13.50;1368.00;5.30;0
1;industrial_complex;2944.00;9.50;1357.00;2.23;0
1;air_base;2948.00;9.62;1373.00;3.08;0
1;supply_node;2946.00;9.80;1357.00;1.41;0
1;supply_node;2950.00;11.30;1369.00;5.54;0
1;supply_node;2943.00;10.88;1366.00;2.69;0
1;bunker;2945.00;9.70;1359.00;6.06;0
1;bunker;2949.00;9.98;1372.00;1.00;0
1;bunker;2945.00;12.12;1365.00;0.25;0
1;coastal_bunker;2946.00;9.57;1373.00;-3.14;0
1;coastal_bunker;2949.00;9.62;1354.00;-0.79;0
1;coastal_bunker;2941.00;9.50;1363.00;-1.33;0
1;stronghold_network;2942.00;10.35;1367.00;5.77;0
1;dockyard;2943.00;9.50;1358.00;-0.79;0
1;anti_air_building;2952.00;10.45;1368.00;0.57;0
1;anti_air_building;2943.00;10.88;1366.00;0.59;0
1;anti_air_building;2946.00;9.65;1356.00;5.48;0
1;synthetic_refinery;2945.00;12.12;1365.00;3.83;0
1;fuel_silo;2947.00;13.57;1366.00;3.05;0
1;radar_station;2947.00;13.28;1365.00;4.61;0
1;nuclear_reactor_spawn;2944.00;9.62;1360.00;3.84;0
1;special_project_facility_spawn;2949.00;9.98;1372.00;4.14;0
1;special_project_facility_spawn;2949.00;12.20;1363.00;3.46;0
