2;0;3429.00;9.95;1700.00;0.00;0.32
3;0;3365.00;10.30;1807.00;0.00;0.28
4;0;3167.00;9.50;1858.00;0.00;0.88
5;0;2890.00;9.50;1626.00;0.00;0.84
6;0;3578.00;10.50;1758.00;0.00;0.28
7;0;3275.00;10.25;1832.00;0.00;0.28
8;0;3311.00;10.95;1678.00;0.00;0.28
9;0;1960.00;9.50;229.00;0.00;1.44
10;0;2998.00;12.02;1768.00;0.00;0.32
11;0;3075.00;11.75;1872.00;0.00;0.36
12;0;3503.00;9.70;1677.00;0.00;0.24
13;0;1361.00;9.50;303.00;0.00;1.36
14;0;2962.00;9.80;1723.00;0.00;0.24
15;0;2843.00;10.30;778.00;0.00;0.24
16;0;5262.00;9.50;1552.00;0.00;1.20
17;0;3073.00;9.60;1567.00;0.00;0.32
18;0;3368.00;10.05;1797.00;0.00;0.28
19;0;3880.00;9.50;651.00;0.00;1.16
20;0;3131.00;9.50;1203.00;0.00;0.72
21;0;2948.00;9.50;1816.00;0.00;0.44
22;0;3165.00;9.50;2005.00;0.00;0.36
23;0;3499.00;9.70;1709.00;0.00;0.24
24;0;5230.00;9.50;500.00;0.00;1.00
25;0;5347.00;9.50;1275.00;0.00;1.20
26;0;3383.00;10.27;1795.00;0.00;0.28
27;0;2954.00;13.12;1754.00;0.00;0.36
28;0;4781.00;9.50;474.00;0.00;0.92
29;0;4178.00;9.50;636.00;0.00;0.80
30;0;3216.00;10.32;1879.00;0.00;0.24
31;0;3619.00;10.40;1714.00;0.00;0.36
32;0;3156.00;9.60;1771.00;0.00;0.36
33;0;4464.00;9.50;357.00;0.00;1.00
34;0;3943.00;9.50;785.00;0.00;1.04
35;0;3061.00;9.60;1730.00;0.00;0.24
36;0;3310.00;9.70;1860.00;0.00;0.44
37;0;3252.00;10.05;1782.00;0.00;0.20
38;0;3045.00;9.50;1927.00;0.00;0.32
39;0;3362.00;10.22;1702.00;0.00;0.20
40;0;3318.00;10.30;1785.00;0.00;0.28
41;0;2231.00;9.50;119.00;0.00;0.88
42;0;2438.00;9.50;303.00;0.00;1.24
43;0;2413.00;9.50;969.00;0.00;1.12
44;0;3106.00;9.50;1990.00;0.00;0.40
45;0;3579.00;9.80;1726.00;0.00;0.32
46;0;3042.00;11.27;1815.00;0.00;0.28
47;0;2343.00;9.50;1535.00;0.00;1.12
48;0;1472.00;9.50;2017.00;0.00;1.12
49;0;3057.00;10.82;1761.00;0.00;0.32
50;0;1105.00;9.50;69.00;0.00;1.28
51;0;24.00;9.50;419.00;0.00;1.08
52;0;3257.00;9.67;1766.00;0.00;0.24
53;0;2895.00;9.60;1706.00;0.00;0.24
54;0;9.00;9.50;1261.00;0.00;0.48
55;0;306.00;9.50;1591.00;0.00;1.44
56;0;396.00;9.50;682.00;0.00;1.00
57;0;3328.00;9.60;1735.00;0.00;0.24
58;0;3069.00;13.15;1908.00;0.00;0.36
59;0;1399.00;9.50;615.00;0.00;1.44
60;0;3366.00;10.60;1750.00;0.00;0.28
61;0;3160.00;11.37;1935.00;0.00;0.32
62;0;3439.00;10.30;1697.00;0.00;0.28
63;0;3170.00;9.70;1808.00;0.00;0.36
64;0;3267.00;9.60;1996.00;0.00;0.24
65;0;2904.00;11.95;1735.00;0.00;0.36
66;0;3172.00;9.65;1828.00;0.00;0.24
67;0;3206.00;9.52;1760.00;0.00;0.32
68;0;2880.00;9.60;1569.00;0.00;0.16
69;0;2994.00;10.40;1713.00;0.00;0.28
70;0;3314.00;10.20;1733.00;0.00;0.32
71;0;3300.00;9.70;1704.00;0.00;0.28
72;0;3439.00;10.35;1761.00;0.00;0.48
73;0;3512.00;9.70;1698.00;0.00;0.20
74;0;3283.00;10.40;1928.00;0.00;0.72
75;0;3432.00;9.87;1745.00;0.00;0.32
76;0;3186.00;11.45;1983.00;0.00;0.36
77;0;3009.00;11.52;1755.00;0.00;0.32
78;0;3541.00;9.60;1178.00;0.00;0.44
79;0;3286.00;10.20;1725.00;0.00;0.24
80;0;3286.00;10.50;1821.00;0.00;0.40
81;0;3385.00;10.27;1725.00;0.00;0.32
82;0;3219.00;10.30;1853.00;0.00;0.36
83;0;3176.00;9.60;1709.00;0.00;0.36
84;0;3478.00;9.80;1737.00;0.00;0.24
85;0;3368.00;10.37;1684.00;0.00;0.28
86;0;3321.00;10.22;1881.00;0.00;0.40
87;0;3529.00;10.42;1808.00;0.00;0.80
88;0;3622.00;10.00;1735.00;0.00;0.40
89;0;3385.00;9.72;1776.00;0.00;0.20
90;0;3333.00;10.12;1766.00;0.00;0.20
91;0;3093.00;10.27;1968.00;0.00;0.60
92;0;3347.00;9.77;1793.00;0.00;0.28
93;0;3366.00;9.87;1711.00;0.00;0.24
94;0;3342.00;10.25;1847.00;0.00;0.32
95;0;3265.00;9.70;1690.00;0.00;0.28
96;0;4001.00;9.60;2008.00;0.00;1.68
97;0;3453.00;10.05;1686.00;0.00;0.24
98;0;2790.00;9.75;774.00;0.00;0.28
99;0;3586.00;10.50;1775.00;0.00;0.60
100;0;2931.00;11.90;1723.00;0.00;0.28
101;0;3111.00;12.20;1930.00;0.00;0.36
102;0;2928.00;13.27;1788.00;0.00;0.28
103;0;3232.00;9.80;1967.00;0.00;0.44
104;0;3247.00;9.60;1724.00;0.00;0.20
105;0;3638.00;10.00;1931.00;0.00;1.12
106;0;3452.00;10.30;1716.00;0.00;0.20
107;0;2984.00;9.70;1842.00;0.00;0.20
108;0;3569.00;10.35;1778.00;0.00;0.56
109;0;3091.00;11.02;1864.00;0.00;0.32
110;0;3323.00;10.50;1686.00;0.00;0.32
111;0;2985.00;13.60;1786.00;0.00;0.28
112;0;3526.00;9.70;1685.00;0.00;0.16
113;0;3024.00;11.95;1792.00;0.00;0.32
114;0;3035.00;10.80;1740.00;0.00;0.28
115;0;2993.00;11.47;1826.00;0.00;0.32
116;0;3353.00;10.02;1955.00;0.00;0.76
117;0;3292.00;10.20;1707.00;0.00;0.36
118;0;3099.00;10.57;1833.00;0.00;0.40
119;0;3521.00;9.70;1724.00;0.00;0.24
120;0;4316.00;12.25;969.00;0.00;0.20
121;0;3420.00;10.40;1677.00;0.00;0.28
122;0;2890.00;9.50;1747.00;0.00;0.44
123;0;3653.00;9.70;1734.00;0.00;0.32
124;0;3195.00;10.35;1896.00;0.00;0.36
125;0;3061.00;9.90;1781.00;0.00;0.32
126;0;3243.00;10.15;1714.00;0.00;0.28
127;0;3367.00;10.10;1785.00;0.00;0.28
128;0;3174.00;11.30;1969.00;0.00;0.36
129;0;3393.00;10.12;1707.00;0.00;0.28
130;0;3079.00;10.55;1803.00;0.00;0.36
131;0;2737.00;10.80;1695.00;0.00;0.32
132;0;3211.00;10.20;1827.00;0.00;0.40
133;0;2990.00;11.97;1768.00;0.00;0.36
134;0;3316.00;9.70;1847.00;0.00;0.32
135;0;3493.00;9.70;1680.00;0.00;0.28
136;0;3237.00;10.30;1788.00;0.00;0.28
137;0;2905.00;9.50;1713.00;0.00;0.36
138;0;3379.00;9.70;1786.00;0.00;0.28
139;0;3267.00;9.77;1775.00;0.00;0.32
140;0;3407.00;9.80;1813.00;0.00;0.40
141;0;3227.00;9.97;1796.00;0.00;0.28
142;0;3297.00;9.90;1961.00;0.00;0.52
143;0;3462.00;10.20;1703.00;0.00;0.24
144;0;2960.00;11.30;1746.00;0.00;0.24
145;0;3075.00;11.47;1848.00;0.00;0.36
