1;2781.24;9.90;1571.49;small
1;2746.16;10.10;1548.63;small
2;2734.00;11.30;1576.00;small
2;2763.00;11.38;1612.00;small
3;2718.15;11.20;1677.80;small
3;2739.81;12.60;1645.90;small
4;2677.00;10.55;1604.00;small
4;2657.00;10.93;1577.00;small
5;2889.00;9.62;1560.00;small
5;2877.00;9.82;1534.00;small
6;2969.00;9.90;1573.00;small
6;2942.00;10.10;1587.00;small
7;2921.00;11.03;1515.00;big
7;2937.00;10.88;1544.00;big
8;3020.00;9.80;1554.00;big
8;3000.00;9.70;1588.00;small
8;2989.00;10.00;1546.00;small
9;3137.00;9.50;1742.00;small
9;3071.00;9.50;1649.00;small
10;3019.00;10.00;1692.00;small
10;3035.00;10.20;1658.00;small
11;2932.00;14.12;1735.00;big
11;2971.00;12.75;1794.00;big
12;3315.00;11.28;1937.00;small
12;3228.00;10.70;1924.00;small
13;3238.00;9.73;1814.00;big
13;3182.00;9.68;1766.00;big
14;3921.00;9.80;1669.00;big
14;3962.00;10.32;1629.00;big
14;3858.00;9.80;1674.00;big
15;3489.00;10.05;1249.00;big
15;3452.00;10.45;1263.00;big
16;2824.00;9.50;1598.00;big
16;2788.00;9.50;1716.00;big
17;3405.00;16.75;805.00;big
18;2754.00;9.50;1518.00;small
18;2837.00;9.50;1555.00;small
19;2890.00;10.65;1479.00;big
19;2837.00;10.40;1470.00;big
20;2896.00;10.48;1418.00;big
20;2845.00;11.00;1407.00;big
21;2940.00;15.03;1454.00;big
21;2915.00;10.00;1446.00;big
22;3020.00;12.62;1514.00;small
22;3073.00;10.55;1509.00;small
22;3048.00;12.23;1518.00;small
23;2997.00;11.07;1382.00;small
23;3045.00;9.88;1329.00;small
24;3126.00;10.30;1410.00;small
24;3129.00;14.03;1362.00;small
25;3148.00;11.50;1286.00;small
25;3153.00;11.98;1329.00;small
26;3228.00;10.28;1385.00;small
26;3199.00;11.90;1368.00;small
26;3169.00;13.25;1374.00;small
27;3084.00;10.15;1450.00;small
27;3128.00;9.75;1461.00;small
28;3413.00;10.78;1242.00;small
28;3368.00;12.15;1209.00;small
28;3386.00;10.30;1252.00;small
29;3089.00;9.50;1209.00;big
29;3029.00;9.50;1248.00;big
30;3340.00;9.80;1425.00;big
30;3260.00;9.50;1382.00;big
31;4025.00;10.57;831.00;big
31;4015.00;10.50;912.00;big
32;5031.00;9.50;1451.00;big
32;1165.00;9.50;277.00;big
33;348.00;9.50;1930.00;small
33;633.00;9.50;1954.00;small
34;1519.00;11.82;1014.00;big
34;1441.00;12.35;1094.00;big
35;1786.00;15.93;431.00;big
35;1866.00;9.73;284.00;big
35;1892.00;9.88;475.00;big
35;1729.00;18.40;312.00;big
36;2110.00;12.32;1881.00;big
36;2040.00;12.28;1989.00;big
37;3172.00;9.80;1634.00;big
37;3214.00;10.30;1689.00;big
38;3114.00;10.00;1553.00;big
38;3143.00;10.50;1521.00;big
38;3155.00;10.40;1577.00;big
39;3242.00;10.25;1513.00;big
39;3189.00;10.25;1497.00;big
39;3196.00;10.10;1533.00;big
40;3536.00;10.00;1648.00;big
40;3605.00;9.80;1711.00;big
40;3538.00;9.80;1712.00;big
40;3489.00;9.90;1634.00;big
41;2735.00;13.05;1290.00;big
41;2716.00;12.07;1362.00;big
41;2804.00;10.32;1350.00;big
42;2735.00;9.50;1437.00;small
42;2670.00;9.50;1407.00;small
43;2610.00;9.50;1665.00;big
43;2642.00;9.50;1525.00;big
44;2294.00;9.50;1931.00;big
44;2414.00;9.50;1852.00;big
45;2812.84;9.50;1909.06;big
45;2624.06;9.50;1836.55;big
46;3464.00;9.50;1939.00;big
46;3186.00;9.50;2023.00;big
47;2588.00;9.50;1347.00;big
47;2532.00;9.50;1241.00;big
48;2527.00;9.50;1047.00;big
48;2616.00;9.50;1172.00;big
49;2431.00;9.50;1506.00;big
49;2307.00;9.50;1671.00;big
50;2078.00;9.50;1765.00;big
50;1867.00;9.50;1978.00;big
51;2191.00;9.50;1473.00;big
51;2321.00;9.50;1332.00;big
52;1350.00;9.50;1255.00;big
53;1643.00;9.50;1179.00;big
53;1848.00;9.55;1116.00;big
54;1778.00;9.50;1570.00;big
54;1701.00;9.50;1492.00;big
55;1875.00;9.50;1693.00;big
55;1913.00;9.50;1575.00;big
56;2034.00;9.50;1461.00;big
56;2089.00;9.50;1303.00;big
57;1811.00;9.50;1263.00;big
57;1827.00;9.60;1412.00;big
58;2355.00;9.50;1038.00;big
58;2265.00;9.50;1153.00;big
59;2087.00;9.50;952.00;big
59;2001.00;9.50;1114.00;big
60;3881.00;9.50;699.00;big
60;3730.00;9.50;545.00;big
61;2264.00;9.50;841.00;big
61;2453.00;9.50;861.00;big
62;2828.00;9.50;400.00;big
62;2739.00;9.50;590.00;big
63;1607.00;9.50;53.00;big
63;1840.00;9.50;76.00;big
64;2338.00;9.50;117.00;big
64;2025.00;9.50;104.00;big
65;3300.00;9.50;58.00;big
65;3028.00;9.50;119.00;big
66;2433.00;9.50;538.00;big
66;2210.00;9.50;377.00;big
67;2853.00;9.50;100.00;big
67;2649.00;9.50;149.00;big
68;2874.00;9.50;1316.00;big
68;2795.00;9.50;1263.00;big
69;3288.00;9.50;1207.00;big
69;3194.00;9.50;1272.00;big
70;3618.00;9.50;1344.00;small
70;3599.00;9.50;1431.00;small
71;4264.00;9.50;570.00;big
71;4072.00;9.50;529.00;big
72;4474.00;9.50;653.00;big
72;4348.00;9.50;738.00;big
73;4412.00;9.50;798.00;big
73;4410.00;9.50;754.00;big
74;4184.00;9.50;93.00;big
74;4117.00;9.50;288.00;big
75;4596.00;9.50;899.00;big
75;4579.00;9.50;776.00;big
76;4780.00;9.50;1129.00;big
76;4691.00;14.40;1034.00;big
77;4725.00;9.50;1289.00;small
77;4731.67;9.50;1209.26;small
78;4879.00;9.50;937.00;big
78;4871.00;9.50;789.00;big
79;5006.00;9.50;1471.00;big
79;4908.00;9.50;1320.00;big
80;4690.00;9.50;797.00;big
80;4703.00;9.50;711.00;big
81;5171.00;9.50;350.00;big
81;5447.00;9.50;340.00;big
82;4979.35;9.50;489.30;small
82;4975.91;9.50;427.78;small
83;5438.00;9.50;485.00;big
83;5261.00;9.50;518.00;big
84;4943.00;9.50;640.00;big
84;5203.00;9.57;738.00;big
84;5145.00;9.50;582.00;big
84;5043.00;9.50;764.00;big
85;3617.00;9.50;169.00;big
85;3870.00;9.50;200.00;big
86;5251.00;9.50;123.00;big
86;5519.00;9.50;153.00;big
87;5062.00;9.50;1523.00;big
87;5213.00;9.50;1677.00;big
88;5500.00;9.50;1730.00;big
88;116.00;9.50;1877.00;big
89;896.49;9.50;1398.12;small
89;829.00;9.50;1528.00;small
90;4978.00;9.50;1209.00;big
90;5066.00;9.50;1344.00;big
91;4802.00;9.50;584.00;big
91;4882.00;9.50;521.00;big
92;4734.00;9.50;449.00;big
92;4634.00;9.50;393.00;big
93;4801.00;10.03;653.00;big
93;4678.00;11.80;595.00;big
94;5013.00;10.50;1053.00;big
94;5127.00;9.50;921.00;big
95;5475.00;9.50;1177.00;big
95;48.00;9.50;1185.00;big
96;11.00;9.50;1526.00;big
96;5448.00;9.50;1500.00;big
97;5399.00;9.50;875.00;big
97;5507.00;10.88;668.00;big
98;4945.00;9.50;79.00;big
98;4744.00;9.50;68.00;big
99;4485.00;9.50;132.00;big
99;4461.00;9.50;416.00;big
100;3416.00;9.50;961.00;small
100;3339.00;9.50;1101.00;small
101;4074.00;9.88;776.00;big
101;4224.00;9.50;875.00;big
102;3599.00;9.50;696.00;big
102;3499.00;9.50;516.00;big
103;3457.00;9.50;353.00;small
103;3381.00;9.50;244.00;small
104;3735.00;9.50;882.00;big
104;3849.00;9.50;963.00;big
105;272.00;9.50;1162.00;big
105;432.00;9.50;1007.00;big
106;1054.00;9.50;1241.00;big
106;1284.00;9.50;1091.00;big
107;1515.00;9.50;919.00;small
107;1439.00;9.50;995.00;small
108;1564.00;9.50;261.00;big
108;1610.00;9.50;494.00;big
109;1450.00;9.50;782.00;big
109;1507.00;9.50;643.00;big
110;1173.00;9.50;690.00;big
110;1198.00;9.50;914.00;big
111;892.00;9.50;1047.00;big
111;688.00;9.50;1135.00;big
112;269.00;9.50;146.00;big
112;672.00;9.50;120.00;big
113;5587.00;9.50;457.00;big
113;433.00;10.38;384.00;big
114;642.00;9.50;1686.00;big
114;342.00;9.50;1730.00;big
115;578.00;9.50;1448.00;big
115;748.00;9.50;1471.00;big
116;3538.00;13.43;1215.00;big
116;3579.00;9.70;1161.00;big
116;3565.00;9.70;1189.00;big
116;3564.00;15.12;1232.00;big
117;1579.00;12.90;1528.00;small
117;1627.00;12.32;1573.00;small
118;921.00;14.93;1546.00;big
119;1225.00;11.50;1415.00;big
120;1138.00;12.40;1649.00;big
120;1226.00;13.38;1553.00;big
121;1787.00;12.15;1712.00;big
121;1662.00;10.53;1704.00;big
122;942.00;14.57;1793.00;big
123;1153.00;15.25;1316.00;small
123;1272.00;14.90;1174.00;small
124;1676.00;18.88;973.00;big
124;1583.00;18.65;851.00;big
125;2106.00;12.70;559.00;big
125;2005.00;13.10;464.00;big
125;2180.00;11.28;737.00;big
126;2829.00;13.70;1230.00;small
126;2800.00;10.00;1108.00;small
126;2948.00;10.82;1221.00;small
127;2580.00;9.70;974.00;small
127;2571.00;9.70;936.00;small
127;2684.00;10.90;1013.00;small
127;2664.00;9.93;922.00;small
127;2619.00;14.12;904.00;small
127;2646.00;10.10;1046.00;small
128;3311.00;12.20;1049.00;big
128;3273.00;9.82;1144.00;small
129;3442.00;15.73;1306.00;big
129;3316.00;10.70;1299.00;big
130;3325.00;9.80;1539.00;big
130;3369.00;9.80;1503.00;big
130;3338.00;9.68;1459.00;big
130;3296.00;9.80;1516.00;small
131;3274.00;9.80;1586.00;big
131;3334.00;10.00;1602.00;big
132;3266.00;9.80;1690.00;big
132;3321.00;10.30;1725.00;big
133;3347.00;10.05;1657.00;big
133;3352.00;10.00;1596.00;big
133;3436.00;9.80;1638.00;big
134;3481.00;12.53;1416.00;small
134;3528.00;10.73;1380.00;small
135;3415.00;9.70;1424.00;big
135;3441.00;12.23;1405.00;big
136;3827.00;10.10;1502.00;big
136;3621.00;9.60;1496.00;big
136;4039.00;10.18;1491.00;big
137;3523.00;10.18;1460.00;big
137;3485.00;9.80;1530.00;big
137;3525.00;9.80;1573.00;big
137;3592.00;10.30;1609.00;big
138;3661.00;11.10;1602.00;small
138;3746.00;10.60;1676.00;small
139;3104.00;13.55;291.00;big
139;3215.00;14.20;214.00;big
140;2561.00;9.80;1010.00;big
140;2605.00;10.30;1040.00;big
140;2623.00;11.55;1089.00;big
141;4238.00;10.95;1065.00;big
141;4275.00;13.12;1102.00;big
142;4460.00;10.30;838.00;big
142;4432.00;12.35;976.00;big
143;4643.00;11.62;1259.00;big
143;4595.00;11.38;1299.00;big
144;4435.00;10.50;1151.00;big
144;4495.00;13.28;1210.00;big
145;4193.00;14.85;1385.00;big
145;4051.00;12.62;1302.00;big
146;4217.00;17.73;1101.00;big
146;4105.00;15.78;1108.00;big
146;4163.00;17.93;1102.00;big
147;4027.00;9.70;1854.00;big
147;3864.00;9.85;1797.00;big
148;4874.00;11.70;1585.00;big
148;4922.00;10.35;1458.00;big
149;5285.00;12.30;1836.00;big
149;4756.00;11.50;1770.00;big
150;3567.00;10.50;1772.00;big
150;3673.00;10.32;1797.00;big
150;3695.00;10.38;1895.00;big
151;4088.00;9.80;1648.00;big
151;4268.00;11.05;1812.00;big
151;4251.00;10.60;1616.00;big
152;4544.00;13.65;1457.00;big
152;4272.00;13.10;1461.00;big
152;4411.00;13.62;1446.00;big
153;3988.00;10.53;1116.00;big
153;4073.00;10.20;1095.00;big
154;4985.00;12.60;1271.00;big
154;4882.00;11.28;1209.00;big
155;4841.00;10.50;1442.00;big
155;4720.00;10.12;1344.00;big
155;4792.00;11.40;1392.00;big
156;5098.00;10.70;134.00;small
156;4967.00;13.23;167.00;small
157;5565.00;11.65;162.00;big
157;5475.00;12.55;62.00;big
158;4710.00;9.88;512.00;small
158;4525.00;12.10;534.00;small
