capital = 6

#TECH CULTURE#
set_country_flag = tech_gfx_western
set_country_flag = tech_alignment_western

#TECH/OOBS
oob = "BEL_1949"
set_air_oob = BEL_1949_air
set_research_slots = 3

set_country_flag = seeks_NATO_alliance

if = {
	limit = {
		not = { has_dlc = "Man the Guns"}
	}
	set_technology = {
		ww_screens_proletariat = 1
		frigate_0 = 1
	}
}
if = {
	limit = { has_dlc = "Man the Guns"}
	set_technology = {
		subkiller_0 = 1
		maritime_sonar_0 = 1
		detection_ww = 1
		radar_aa_0 = 1
		ww_armaments = 1
		ship_armament_light_0 = 1
		ship_armament_medium_0 = 1
		
		ww_capitals = 1
		
		ww_submarines = 1
		conventional_sub_engines_0 = 1
		torpedo_ww = 1
		sub_hull_large_single_0 = 1
		torpedo_small_0 = 1
		ww_screens = 1
		screen_hull_medium_0 = 1
		screen_hull_heavy_0 = 1
	}
}

set_technology = {

##### INFRA #####
	ww_infra = 1
        basic_train = 1


##Infantry##

	infantry_equip_1 = 1 
	team_weapons_1 = 1
	ammo_explosives_1 = 1
	squad_weapons_1 = 1
	manpats_1 = 1
	hmg_1 = 1
	
	special_operations = 1
	amphibious_warfare_1 = 1
	airborne_operations_1 = 1
	
##Support##
	
	tech_support = 1
	combat_support = 1
	combat_service_support = 1
	tech_engineers = 1
	tech_armor_engineers = 1
	tech_recon = 1
	tech_mech_recon = 1
	tech_military_police = 1
	tech_signal_company = 1
	tech_field_hospital = 1
	tech_logistics_company = 1
	tech_maintenance_company = 1
	
##Armor##

	iw_armored_vehicles = 1
	light_tanks_1 = 1
	main_battle_tanks = 1
	heavy_tanks_1 = 1
	
	mechanized_infantry = 1
	mechanized_infantry2 = 1
	motorised_infantry = 1
	
	sp_rocket1 = 1
	
##Artillery##
	
	autocannon_1 = 1
	spaag_1 = 1
	cannon_ammo_1 = 1
	aa_upgrade_1 = 1
	
	artillery_1 = 1
	art_ammo_1 = 1
	light_artillery_1 = 1
	sp_artillery_1 = 1
	heavy_artillery_1 = 1
	art_upgrade_1 = 1
	light_sp_artillery_1 = 1
	heavy_sp_artillery_1 = 1
	sp_rocket1 = 1
	
	direct_fire_gun_1 = 1
	at_ammo_1 = 1
	tank_destroyer_1 = 1
	at_upgrade_1 = 1
	
##Land Doc##
	
##Naval##
	
	
	
	

	
##Naval Doc##
	
##Light Air##

	early_fighter = 1
	
	fighter1 = 1
	fighter2 = 1
	fighter3 = 1
	
	CAS1 = 1
	CAS2 = 1
	
##Air##

	early_bomber = 1

	naval_bomber1 = 1
	naval_bomber2 = 1
	
	tactical_bomber1 = 1
	tactical_bomber2 = 1
	
##Air Doc##
	
##Helicopters##
	
##Engineering##
	radio = 1 
	
##Industry##
	
	ww_construction = 1
	
##Rocketry##

	rocket_engines = 1
	jet_engines = 1
	advanced_rocket_engines = 1
	
##Space##
	
##WMD##

}

# Add this if the nation has proper army structures #
set_technology = {

##### INFRA #####
	ww_infra = 1
        basic_train = 1

	## Support ##
	tech_field_hospital = 1
	tech_logistics_company = 1
	tech_signal_company = 1
	tech_maintenance_company = 1
}

# Add this if the nation has small navy building capabilites (for example Belgium) #
set_technology = {

##### INFRA #####
	ww_infra = 1
        basic_train = 1

	## NAVY ##
}

# Add this if the nation built it's own aircraft (Belgium had, Portugal hadn't so shouldn't have the tech...) #
set_technology = {

##### INFRA #####
	ww_infra = 1
        basic_train = 1

	## AIR ##
	early_bomber = 1
	early_fighter = 1
	fighter1 = 1
	fighter2 = 1
	heavy_fighter1 = 1
	heavy_fighter2 = 1
	CAS1 = 1
	CAS2 = 1
	naval_bomber1 = 1
	naval_bomber2 = 1
	tactical_bomber1 = 1
	tactical_bomber2 = 1
}
1949.1.1 = {
	init_influence = yes
set_variable = { var = domestic_influence_amount value = 5000 }
	add_to_array = { influence_array = ENG.id }
	add_to_array = { influence_array_val = 250 }
	add_to_array = { influence_array = USA.id }
	add_to_array = { influence_array_val = 1500 }
	add_to_array = { influence_array = FRA.id }
	add_to_array = { influence_array_val = 500 }
	if = { 
		limit = { 
		 has_dlc = "Together for Victory"
		}
		set_autonomy = {
			target = RWA
			autonomous_state = autonomy_UN_Trust_Territory
			freedom_level = 0.1
		}
		else = {
			puppet = RWA
		}

	}
	RWA = {
		set_politics = {
			ruling_party = centrist
			last_election = "1949.1.1"
			election_frequency = 48
			elections_allowed = no
		}
		set_popularities = { 
			democratic = 0
			communism = 0
			fascism = 0
			nationalist = 0
			monarchism = 0
			neutrality = 0
			islamism = 0
			radical_shiaism = 0
			Social_Democratic = 0
			Social_Liberalism = 0
			Salafism = 0
			
			Liberal_Conservatism = 0
			
			conservative = 0
			Christian_Democratic = 0
			socialist = 0
			centrist = 100
			liberal = 0
			trotskyism = 0
			maoism = 0
			

		}
	}
}

  BEL = { diplomatic_relation = { country = USA relation = military_access active = yes } }
  BEL = { diplomatic_relation = { country = FRA relation = military_access active = yes } }
  BEL = { diplomatic_relation = { country = LUX relation = military_access active = yes } }
  BEL = { diplomatic_relation = { country = HOL relation = military_access active = yes } }
  BEL = { diplomatic_relation = { country = ITA relation = military_access active = yes } }
  BEL = { diplomatic_relation = { country = ICE relation = military_access active = yes } }
  BEL = { diplomatic_relation = { country = POR relation = military_access active = yes } }
  BEL = { diplomatic_relation = { country = NOR relation = military_access active = yes } }
  BEL = { diplomatic_relation = { country = DEN relation = military_access active = yes } }
  BEL = { diplomatic_relation = { country = ENG relation = military_access active = yes } }
  BEL = { diplomatic_relation = { country = CAN relation = military_access active = yes } }

1956.1.1 = {
  BEL = { diplomatic_relation = { country = TUR relation = military_access active = yes } }
  BEL = { diplomatic_relation = { country = GRE relation = military_access active = yes } }
  BEL = { diplomatic_relation = { country = WGR relation = military_access active = yes } }
}

1990.1.1 = {
  BEL = { diplomatic_relation = { country = SPR relation = military_access active = yes } }
}

2000.1.1 = {
  BEL = { diplomatic_relation = { country = CZE relation = military_access active = yes } }
  BEL = { diplomatic_relation = { country = HUN relation = military_access active = yes } }
  BEL = { diplomatic_relation = { country = POL relation = military_access active = yes } }
}

2008.1.1 = {
  BEL = { diplomatic_relation = { country = BUL relation = military_access active = yes } }
  BEL = { diplomatic_relation = { country = EST relation = military_access active = yes } }
  BEL = { diplomatic_relation = { country = LAT relation = military_access active = yes } }
  BEL = { diplomatic_relation = { country = LIT relation = military_access active = yes } }
  BEL = { diplomatic_relation = { country = ROM relation = military_access active = yes } }
  BEL = { diplomatic_relation = { country = SLO relation = military_access active = yes } }
  BEL = { diplomatic_relation = { country = SLV relation = military_access active = yes } }
}

add_ideas = {
	limited_conscription
	European_Development
}

set_country_flag = coexistence_mil
set_country_flag = WU_Formed
set_country_flag = Council_of_Europe
set_convoys = 200
set_stability = 0.75

if = {
	limit = {
		has_dlc = "Together for Victory"
	}
	set_autonomy = {
		target = DOC
		autonomous_state = autonomy_protectorate
		freedom_level = 0.4
	}
	set_autonomy = {
		target = BRD
		autonomous_state = autonomy_protectorate
		freedom_level = 0.4
	}
	else = {
		puppet = DOC
		puppet = BRD
	}
}

create_country_leader = {
	name = "Achille Van Acker"
	picture = "Portrait_BEL_Achille_Van_Acker.dds"
	ideology = socialism
}
create_country_leader = {
	name = "Gaston Eyskens"
	picture = "Portrait_BEL_Gaston_Eyskens.dds"
	expire = "1965.1.1"
	ideology = christian_democracy
}

create_country_leader = {
	name = "Joseph Jacquemotte"
	desc = "POLITICS_JOSEPH_JACQUEMOTTE_DESC"
	picture = "gfx/leaders/Europe/Portrait_Europe_Generic_1.dds"
	expire = "1965.1.1"
	ideology = marxism_leninism
}

recruit_character = BEL_m_c_l__keyaerts
recruit_character = BEL_georges_timmermans
recruit_character = BEL_Georges_Danloy
recruit_character = BEL_Raoul_Daufresne_de_la_Chevalerie
recruit_character = BEL_Raoul_de_Fraiteur
recruit_character = BEL_Michel_Donnet
recruit_character = BEL_Emile_Janssens
recruit_character = BEL_Jean_Baptiste_Piron
recruit_character = BEL_Albert_Crahay
recruit_character = BEL_Eugene_De_Greef
recruit_character = BEL_Charles_Paul_de_Cumont
recruit_character = BEL_Georges_Vivario


create_country_leader = {
	name = "Charles"
	picture = "Portrait_BEL_Prince_Charles.dds"
	ideology = monarchist
}
1945.1.1 = {
	

		set_popularities = { 
			democratic = 15
			socialist = 20
			Christian_Democratic = 30
			conservative = 24
			fascism = 3
			communism = 8
		}
		
		set_politics = {
	ruling_party = socialist
		last_election = "1939.4.2"
		election_frequency = 48
		elections_allowed = no
	}

	set_variable = {
		var = BEL_Walloon_Anger
		value = 30
	}

	set_variable = {
		var = BEL_Flemish_Anger
		value = 20
	}
}
1949.1.1 = {
	add_to_tech_sharing_group = marshall_plan
	

		set_popularities = { 
			democratic = 15
			socialist = 20
			Christian_Democratic = 30
			conservative = 24
			fascism = 3
			communism = 8
		}
	
		set_politics = {
	ruling_party = Christian_Democratic
		last_election = "1946.6.26"
		election_frequency = 36
		elections_allowed = yes
	}
}
1949.1.1 = {
	add_ai_strategy = {
		type = alliance
		id = "USA"
		value = 1000
	}
}
1950.6.8 = {
	create_country_leader = {
		name = "Jean Duvieusart"
		picture = "Portrait_BEL_Jean_Duvieusart.dds"
		ideology = christian_democracy
	}
	create_country_leader = {
		name = "Leopold III"
		picture = "Portrait_BEL_Leopold_III.dds"
		ideology = monarchist
	}
}

1950.8.16 = {
	create_country_leader = {
		name = "Joseph Pholien"
		picture = "Portrait_BEL_Joseph_Pholien.dds"
		ideology = christian_democracy
	}
}

1951.7.17 = {
	create_country_leader = {
		name = "Baudouin I"
		picture = "Portrait_BEL_Baudouin_I.dds"
		ideology = monarchist
	}
}

1952.1.15 = {
	create_country_leader = {
		name = "Jean Van Houtte"
		picture = "Portrait_BEL_Jean_Van_Houtte.dds"
		ideology = christian_democracy
	}
}

1954.4.23 = {
	create_country_leader = {
		name = "Achille Van Acker"
		picture = "Portrait_BEL_Achille_Van_Acker.dds"
		ideology = socialism
	}

	

		set_popularities = { 
			democratic = 5
			socialist = 31
			conservative = 24
			Christian_Democratic = 29
			fascism = 3
			communism = 8
		}
	
		set_politics = {
	ruling_party = socialist
		last_election = "1954.4.23"
		election_frequency = 48
		elections_allowed = yes
	}
}

1958.6.26 = {
	create_country_leader = {
		name = "Gaston Eyskens"
		picture = "Portrait_BEL_Gaston_Eyskens.dds"
		ideology = christian_democracy
	}

	

		set_popularities = { 
			democratic = 5
			socialist = 24
			conservative = 27
			Christian_Democratic = 33
			fascism = 3
			communism = 8
		}
	
		set_politics = {
	ruling_party = Christian_Democratic
		last_election = "1958.6.26"
		election_frequency = 48
		elections_allowed = yes
	}
}

1960.1.1 = {
	set_technology = {

##### INFRA #####
	ww_infra = 1
        basic_train = 1


		## Engineering + Industry ##
		ww_production = 1
		ww_construction = 1
		ww_oil = 1
		logistics_I = 1
		production_efficiency_I = 1
		management_I = 1
		agriculture_I = 1
		civil_engineering_I = 1
		materials_I = 1
		chemistry_I = 1
		ww_pc = 1
		hardware_I = 1
		hardware_II = 1
		software_I = 1
		radio = 1
		radar_0 = 1
		radar_I = 1
		coms_I = 1
		decryption_I = 1
		enc_I = 1

		## WMD ##
		NBC_research = 1
		nbc_nerve_weapon_0 = 1
	
		rocket_engines = 1
		jet_engines = 1
		

		## Space ##
		#liquid_propelled_rocket = 1
		
		## Helicopters & Missiles ##
		early_helicopter = 1
		cruisemissile_0 = 1
		
		## Air ##
		early_bomber = 1
		early_fighter = 1
		fighter1 = 1
		fighter2 = 1
		fighter3 = 1
		heavy_fighter1 = 1
		heavy_fighter2 = 1
		heavy_fighter3 = 1
		CAS1 = 1
		CAS2 = 1
		CAS3 = 1
		CAS4 = 1
		naval_bomber1 = 1
		naval_bomber2 = 1
		naval_bomber3 = 1
		naval_bomber4 = 1
		strategic_bomber1 = 1
		strategic_bomber2 = 1
		strategic_bomber3 = 1
		tactical_bomber1 = 1
		tactical_bomber2 = 1
		tactical_bomber3 = 1
		jet_CAS1 = 1
		jet_multirole1 = 1
		jet_multirole2 = 1
		jet_interceptor1 = 1
		jet_interceptor2 = 1
		jet_strategic_bomber1 = 1
		jet_tactical_bomber1 = 1
		transport1 = 1
		transport2 = 1
		transport3 = 1
		transport4 = 1

		## Navy ##
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		## Armor ## 
		iw_armored_vehicles = 1
		amphibious1 = 1
		heavy_tanks_1 = 1
		heavy_tanks_2 = 1
		light_tanks_1 = 1
		light_tanks_2 = 1
		light_tanks_3 = 1
		main_battle_tanks = 1
		main_battle_tanks_1 = 1
		main_battle_tanks_2 = 1
		
		
		super_heavy_tanks_1 = 1
		mechanized_heavy_infantry = 1
		mechanized_infantry = 1
		mechanized_infantry2 = 1
		mechanized_infantry3 = 1
		tank_destroyer_1 = 1
		
		
		
		motorised_infantry = 1
		motorised_infantry_2 = 1

		## Artillery ##		
		
		sp_rocket1 = 1
		
		
		

		## Infantry ##
		team_weapons_1 = 1
		infantry_equip_1 = 1 
		infantry_equip_2 = 1
		specialist_1 = 1
		
		
		
		
		

		## Support ##
		tech_support = 1
		tech_engineers = 1
		tech_recon = 1
		tech_field_hospital = 1
		tech_military_police = 1
		tech_maintenance_company = 1
		
	}
}

1961.4.25 = {
	create_country_leader = {
		name = "Théo Lefèvre"
		picture = "Portrait_BEL_Theo_Lefevre.dds"
		ideology = christian_democracy
	}
}

1960.6.30 = {
	set_autonomy = { target = DOC autonomy_state = autonomy_free }
}

1962.7.1 = {
	set_autonomy = { target = RWA autonomy_state = autonomy_free }
}
1962.7.1 = {
	set_autonomy = { target = BRD autonomy_state = autonomy_free }
}

1965.6.28 = {
	create_country_leader = {
		name = "Pierre Harmel"
		picture = "Portrait_BEL_Pierre_Harmel.dds"
		ideology = christian_democracy
	}
}

1966.3.19 = {
	create_country_leader = {
		name = "Paul Vanden Boeynants"
		picture = "Portrait_BEL_Paul_Vanden_Boeynants.dds"
		ideology = christian_democracy
	}
}

1968.6.17 = {
	create_country_leader = {
		name = "Gaston Eyskens"
		picture = "Portrait_BEL_Gaston_Eyskens.dds"
		ideology = christian_democracy
	}

	

		set_popularities = { 
			democratic = 5
			socialist = 24
			conservative = 33
			Christian_Democratic = 27
			fascism = 3
			communism = 8
		}
	
		set_politics = {
	ruling_party = Christian_Democratic
		last_election = "1968.6.17"
		election_frequency = 48
		elections_allowed = yes
	}
}
1973.1.1 = {
	set_technology = {
		infantry_equip_3 = 1
		infantry_equip_4 = 1
	}
}

1973.1.26 = {
	create_country_leader = {
		name = "Edmond Leburton"
		picture = "Portrait_BEL_Edmond_Leburton.dds"
		ideology = socialism
	}
	set_popularities = { 
		democratic = 5
		socialist = 33
		conservative = 31
		Christian_Democratic = 25
		fascism = 3
		communism = 8
	}
	set_politics = {
		ruling_party = socialist
		last_election = "1973.1.26"
		election_frequency = 48
		elections_allowed = yes
	}
}

1974.4.25 = {
	create_country_leader = {
		name = "Leo Tindemans"
		picture = "Portrait_BEL_Leo_Tindemans.dds"
		ideology = christian_democracy
	}

	

		set_popularities = { 
			democratic = 5
			socialist = 26
			conservative = 35
			Christian_Democratic = 28
			fascism = 3
			communism = 8
		}
	
		set_politics = {
	ruling_party = Christian_Democratic
		last_election = "1974.4.25"
		election_frequency = 48
		elections_allowed = yes
	}
}

1978.10.20 = {
	create_country_leader = {
		name = "Paul Vanden Boeynants"
		picture = "Portrait_BEL_Paul_Vanden_Boeynants.dds"
		ideology = christian_democracy
	}

	

		set_popularities = { 
			democratic = 5
			socialist = 26
			conservative = 31
			Christian_Democratic = 32
			fascism = 3
			communism = 8
		}
	
		set_politics = {
	ruling_party = Christian_Democratic
		last_election = "1978.10.20"
		election_frequency = 48
		elections_allowed = yes
	}
}

1979.4.3 = {
	create_country_leader = {
		name = "Wilfried Martens"
		picture = "Portrait_BEL_Wilfried_Martens.dds"
		ideology = christian_democracy
	}

	

		set_popularities = { 
			democratic = 10
			socialist = 24
			conservative = 34
			Christian_Democratic = 26
			fascism = 3
			communism = 8
		}
	
		set_politics = {
	ruling_party = Christian_Democratic
		last_election = "1979.4.3"
		election_frequency = 48
		elections_allowed = yes
	}
}

1981.3.31 = {
	create_country_leader = {
		name = "Mark Eyskens"
		picture = "Portrait_BEL_Mark_Eyskens.dds"
		ideology = christian_democracy
	}
}

1981.12.17 = {
	create_country_leader = {
		name = "Wilfried Martens"
		picture = "Portrait_BEL_Wilfried_Martens.dds"
		ideology = christian_democracy
	}
}

1992.3.7 = {
	create_country_leader = {
		name = "Jean-Luc Dehaene"
		picture = "Portrait_BEL_Jean_Luc_Dehaene.dds"
		ideology = christian_democracy
	}
}

1999.6.12 = {
	create_country_leader = {
		name = "Guy Verhofstadt"
		picture = "Portrait_BEL_Guy_Verhofstadt.dds"
		ideology = progressive
	}

	

		set_popularities = { 
			democratic = 29
			socialist = 23
			conservative = 25
			Christian_Democratic = 23
			fascism = 3
			communism = 3
		}
	
		set_politics = {
	ruling_party = democratic
		last_election = "1979.4.3"
		election_frequency = 48
		elections_allowed = yes
	}
}
